customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
6161-VXQSS,Female,1,Yes,No,70,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),76.02,5386.47,Yes
1490-NHMQV,Female,0,Yes,Yes,31,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,57.43,1790.89,No
9821-JPNGU,Male,0,No,No,17,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Two year,No,Mailed check,65.27,1112.13,No
1850-EUKSQ,Female,0,No,No,49,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.17,1272.33,No
9098-JRJWP,Female,0,Yes,No,3,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),57.17,243.04,Yes
6327-VTUAW,Male,1,Yes,Yes,55,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,No,Electronic check,99.45,5454.42,No
3697-JJSKI,Female,0,No,No,72,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,75.41,5494.9,No
9715-OGOYB,Female,0,Yes,Yes,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.16,958.34,No
0996-NAXVK,Female,0,No,Yes,66,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),46.36,3102.04,No
6948-IZEUI,Male,0,Yes,No,40,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),55.54,2195.88,No
2064-EPQKC,Male,0,No,No,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.82,660.77,Yes
5274-CQCQB,Female,0,Yes,Yes,25,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),94.97,2389.79,No
7550-HPIOT,Male,0,Yes,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.94,219.21,No
0925-OHEWQ,Female,0,Yes,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),21.99,995.52,No
6669-VKZYP,Female,1,No,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.75,18.8,No
2678-UIXZG,Female,0,No,No,44,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,77.88,3392.04,Yes
6509-OLFAG,Female,0,No,No,49,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Electronic check,85.01,4244.03,No
2905-FBBGJ,Female,0,Yes,No,7,No,No phone service,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,43.64,293.17,Yes
1667-VWJEA,Male,0,Yes,Yes,3,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,67.69,241.17,No
9464-EGWFV,Female,1,Yes,Yes,1,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),41.06,32.17,No
4863-FQBCR,Male,0,Yes,No,51,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,No,Credit card (automatic),60.12,3061.6,No
8276-YJKOB,Male,0,Yes,No,38,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),53.71,2020.56,Yes
5285-HUUIZ,Female,0,Yes,No,43,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,55.21,2351.02,No
5881-EAOLM,Female,0,No,No,55,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),61.31,3337.5,No
4206-PBMHI,Male,0,No,Yes,57,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),63.98,3663.66,No
9002-BDWEZ,Male,0,No,No,53,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,66.49,3472.42,No
6963-FNGZA,Male,1,Yes,Yes,33,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),84.66,2851.51,No
2960-QWHIN,Female,0,No,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.55,1341.64,No
5951-RRKMH,Male,1,Yes,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.22,258.14,Yes
4411-MWDLU,Female,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.25,1255.36,No
3202-XIXOO,Female,0,No,No,52,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,83.3,4321.8,Yes
8882-PWLZU,Female,0,Yes,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,65.27,49.49,No
8833-VABAF,Male,0,Yes,Yes,14,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,105.28,1424.26,Yes
6531-VHNIN,Female,0,Yes,Yes,21,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),86.24,1830.46,Yes
7418-WLMVY,Female,1,Yes,No,34,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),74.94,2496.55,No
5059-AFJHZ,Female,1,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),23.61,410.23,No
4838-ZYPOH,Female,1,No,No,40,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),43.4,1772.24,No
0227-FOFLF,Female,0,No,Yes,35,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),97.75,3338.9,No
0276-LSFAP,Male,1,Yes,No,42,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),110.68,4709.37,No
6602-JNELQ,Female,0,Yes,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),22.58,502.87,No
8575-UROSM,Female,0,No,Yes,60,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),53.72,3236.79,No
0077-BNSNY,Male,0,No,No,9,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),50.59,463.45,No
5076-SLYNX,Female,0,No,No,33,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,70.31,2340.44,Yes
4722-CAGHC,Male,0,Yes,Yes,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),29.84,1450.45,No
3695-LJCZD,Female,0,No,Yes,68,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),33.48,2307.63,No
8559-KSMRQ,Male,1,No,Yes,4,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,58.47,170.15,Yes
3681-ZTZDW,Male,0,Yes,Yes,48,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,63.15,2927.1,No
9582-DHMPJ,Female,0,Yes,No,16,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,46.92,792.32,No
5327-VNIJX,Female,1,No,Yes,47,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),54.42,2567.51,No
4700-YBPBD,Female,0,Yes,Yes,26,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),72.28,1867.57,Yes
7146-DBMHO,Male,1,No,No,70,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.14,1464.85,No
2523-XUUEI,Male,0,No,No,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,64.98,2359.17,No
7728-ZCGVX,Male,0,Yes,No,22,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),71.69,1606.15,No
5008-EMVWW,Female,0,Yes,No,7,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),32.04,246.42,No
6597-IMXGA,Male,0,No,No,42,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,64.49,2665.11,No
7957-XKYBF,Male,0,Yes,Yes,30,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),73.6,2297.47,No
4072-KXNIT,Female,0,Yes,No,6,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,34.95,180.59,No
4778-WWITM,Male,0,Yes,No,24,No,No phone service,DSL,No,No,No,No,No,Yes,Two year,No,Electronic check,55.78,1320.14,No
1711-NZMEE,Male,1,Yes,No,66,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Credit card (automatic),75.86,5074.55,No
5615-YCLPL,Female,0,Yes,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),18.25,734.22,No
1207-XQEPW,Male,0,Yes,No,15,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Mailed check,58.96,829.47,No
7809-JRUMG,Female,0,Yes,No,53,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,81.1,4349.3,No
2940-YQDSS,Female,0,No,Yes,5,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,51.03,251.13,Yes
9922-BKJXH,Female,0,Yes,Yes,36,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),20.74,710.63,No
4945-YIQPC,Female,1,No,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.25,731.99,No
3999-XFFKG,Female,0,Yes,No,23,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,91.03,2100.71,Yes
7342-LRZRS,Male,0,No,Yes,45,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,62.03,2842.42,Yes
3548-TDXVF,Male,0,Yes,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,22.38,176.96,Yes
0070-UJKTS,Female,0,No,Yes,54,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),113.92,6164.01,Yes
1917-OEDHT,Female,0,Yes,Yes,70,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,42.66,2986.85,No
3201-VQPQD,Male,0,No,No,32,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,99.04,3076.29,No
2373-ZQEBX,Female,0,Yes,Yes,43,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),41.37,1763.8,No
5048-RLRBH,Female,0,Yes,Yes,15,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,77.44,1216.99,Yes
3543-AOERI,Female,0,No,Yes,66,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,64.61,4274.25,No
6544-RVGVR,Male,0,No,No,15,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,73.77,1131.1,Yes
8829-CWMDF,Male,0,Yes,Yes,20,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),107.33,2157.09,No
3665-RVJPZ,Female,0,No,No,50,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),44.26,2150.98,Yes
5832-ABWML,Female,1,No,No,6,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,71.04,330.91,Yes
8839-INLPI,Male,0,Yes,No,17,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,79.15,1296.83,Yes
7620-KOBUZ,Male,0,No,Yes,26,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Mailed check,50.73,1280.95,Yes
9867-SWXQG,Female,0,Yes,No,22,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,81.91,1820.42,No
9565-IAANL,Female,1,No,Yes,64,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.09,1141.45,No
0770-UQJZC,Male,1,Yes,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),22.04,1206.47,No
1548-BYMHT,Male,1,No,No,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),23.85,897.56,No
6468-CXZIA,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),79.05,5685.56,No
8876-FGWUM,Female,0,Yes,No,28,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),44.55,1190.35,Yes
7834-PEJZY,Male,0,No,Yes,49,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),86.02,4296.86,No
4000-RGPEK,Female,0,No,Yes,67,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),105.93,7053.09,No
1562-RDARZ,Male,0,Yes,No,67,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),77.89,5245.24,No
6354-QLQYG,Male,0,Yes,No,41,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),118.75,4880.4,No
4617-KSNYQ,Male,0,No,Yes,46,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,55.81,2571.96,Yes
9813-HXDXJ,Male,0,No,Yes,55,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,78.04,4277.11,No
2678-WSAEU,Female,0,No,Yes,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.61,298.52,No
9668-WEFSF,Female,0,No,No,26,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),65.54,1658.08,No
3748-NMHJW,Male,1,No,No,72,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),72.8,5261.38,No
6257-OKQNV,Female,0,No,Yes,13,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.7,1153.07,No
4780-XGMIV,Male,0,Yes,Yes,36,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),64.84,2216.82,No
6601-KSSVC,Male,0,No,No,64,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.1,1258.9,No
5488-USVKZ,Male,0,No,No,51,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),91.69,4581.9,No
4410-SRETC,Male,0,No,No,22,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,90.95,2023.89,Yes
3098-RUKKO,Female,0,No,No,60,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),106.39,6356.74,No
4104-TNKCZ,Male,0,Yes,Yes,2,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),72.58,82.11,No
0780-DRDRW,Male,0,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),60.3,3346.97,No
4795-XUTEH,Female,1,Yes,No,40,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,26.75,1195.46,Yes
6924-QOZTO,Male,0,Yes,No,28,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),118.75,3318.63,Yes
1576-SPMXT,Male,0,No,Yes,3,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,76.32,191.46,Yes
1472-NDHEU,Male,0,Yes,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,32.71,2061.21,No
3263-MVOTI,Female,1,No,No,23,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Mailed check,78.45,1749.13,Yes
0485-SJKDG,Male,0,No,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),21.28,1138.17,No
0088-HJXRR,Female,0,Yes,No,32,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,93.41,3016.56,Yes
1699-FRHOZ,Male,1,Yes,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.79,648.94,Yes
1922-FAJHP,Male,1,No,No,8,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),91.01,754.17,Yes
0111-ZHMOQ,Female,1,Yes,No,3,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,75.14,267.08,No
7016-IRCUT,Male,0,Yes,No,53,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,60.11,3145.26,Yes
3166-XMHJY,Male,0,No,Yes,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.33,619.77,Yes
2898-HPOYI,Female,1,No,No,59,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),81.29,4828.81,Yes
9416-MMVMK,Female,0,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),22.67,508.81,No
3546-KASOC,Female,0,No,No,38,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,104.6,4016.58,No
0989-NUQLG,Female,0,No,No,28,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),34.03,987.73,No
5732-FVVMH,Female,0,Yes,No,62,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,44.92,2757.3,No
4261-WRVDI,Male,1,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.25,930.63,No
4641-YCMOH,Female,0,No,Yes,7,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,56.85,386.94,Yes
3369-LTIWW,Male,0,No,Yes,23,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),63.38,1405.01,No
2130-OESAN,Male,1,Yes,Yes,46,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),66.68,3106.89,No
6167-UKGJS,Male,0,No,No,28,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,58.28,1658.5,No
0188-VHTUN,Female,0,No,Yes,24,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,56.09,1379.2,No
8711-CZUXU,Female,0,Yes,Yes,7,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.1,197.0,No
8412-KSFGG,Male,0,No,Yes,49,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.5,3957.8,Yes
9730-YRZRP,Female,0,No,No,3,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,36.83,172.74,Yes
5416-VGMHW,Female,0,No,No,2,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),88.45,177.22,No
7859-VYFGC,Female,0,Yes,Yes,7,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,42.61,354.64,Yes
9686-KYZPG,Female,0,Yes,No,21,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.47,1820.61,No
7946-XXWFX,Male,0,No,No,9,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Mailed check,93.25,854.57,No
4030-NCEIM,Male,0,No,Yes,12,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),71.46,872.94,No
2350-OZCVS,Female,0,No,No,24,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,No,Electronic check,82.27,2000.02,No
7296-YKOLQ,Male,0,Yes,No,33,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),78.65,2575.28,Yes
7306-ISUOF,Female,0,Yes,Yes,43,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),44.94,1920.62,No
9013-QRZSJ,Female,0,Yes,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.55,188.0,No
7702-FGRUE,Male,0,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.77,1475.85,No
2492-VRMUU,Male,0,Yes,No,14,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,94.75,1358.88,No
6255-CYNNY,Male,1,Yes,Yes,36,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),32.6,1151.33,No
3914-UHDFB,Female,0,No,No,35,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),54.95,1971.58,Yes
3764-RJBCR,Male,0,Yes,No,50,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Electronic check,80.96,4057.51,No
5485-SAUDQ,Female,0,No,No,11,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,35.0,463.28,No
7725-XUJWS,Male,1,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,30.92,685.76,No
7672-DECQS,Male,0,No,No,44,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),43.55,2014.09,No
7180-DLRNN,Female,0,Yes,No,51,No,No phone service,DSL,No,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),37.97,1959.59,No
5850-EVAFM,Female,0,No,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.56,234.71,No
8205-SRDID,Female,0,No,No,70,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,No,Electronic check,78.94,5503.31,No
7699-JNAUE,Female,0,No,No,8,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,57.31,487.95,Yes
5182-SRRJI,Female,0,Yes,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),26.77,669.32,No
2503-RMUOC,Female,0,Yes,No,12,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,67.66,840.88,Yes
9436-IBMHE,Female,0,Yes,No,43,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,49.17,2132.71,Yes
4600-YYFUL,Female,0,No,No,37,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),45.96,1720.43,No
0890-LDHED,Male,0,No,Yes,63,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.17,5008.6,Yes
3054-TLFWU,Female,0,No,No,63,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),69.03,4251.77,No
6734-SFQKL,Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,102.19,1033.13,No
5202-RBWEZ,Male,0,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Mailed check,52.41,1883.04,No
2969-LAVUZ,Female,0,No,No,11,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Electronic check,18.32,200.06,No
5092-KDDZK,Male,1,Yes,No,19,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),55.75,1012.27,Yes
0844-PPFSB,Male,0,Yes,Yes,52,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,46.15,2393.29,No
4039-QIFBA,Female,1,Yes,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.25,342.47,No
9129-ZEWAM,Male,0,Yes,No,32,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,85.7,2674.17,No
7635-GJSMK,Female,1,No,Yes,23,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Electronic check,70.21,1662.2,Yes
6894-ZAJFJ,Male,0,Yes,No,12,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,83.03,1040.66,Yes
0900-FHAQQ,Male,0,Yes,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),22.44,1278.4,No
4298-CJDEB,Male,0,No,No,21,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,59.16,1231.48,Yes
7588-IQFDQ,Female,0,No,No,21,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),30.61,698.04,No
9547-VCILF,Female,0,Yes,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.55,573.39,Yes
3262-AHSIK,Male,0,Yes,No,47,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,93.44,4307.74,No
4486-QGCTS,Male,0,Yes,Yes,12,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),75.94,925.6,No
